ID Interactor A	ID Interactor B	PSINDB Mapping A	PSINDB Mapping B	Interaction Detection Method	Publication Identifier	Taxid Interactor A	Taxid Interactor B	Host organism	Interaction Types	Biological Role Interactor A	Biological Role Interactor B	Experimental Role Interactor A	Experimental Role Interactor B	Feature interactor A	Feature interactor B	Source Database	Interaction Identifier
uniprot:Q9QZQ1	uniprot:P23818	AFAD_HUMAN	GRIA1_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:22948147	taxid:10090(mouse)	taxid:10090(mouse)	taxid:10090(mouse)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:137
uniprot:Q9QZQ1	uniprot:P23819	AFAD_HUMAN	GRIA2_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:22948147	taxid:10090(mouse)	taxid:10090(mouse)	taxid:10090(mouse)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:138
uniprot:P23819	uniprot:Q9QZQ1	GRIA2_HUMAN	AFAD_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:22948147	taxid:10090(mouse)	taxid:10090(mouse)	taxid:10090(mouse)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:139
uniprot:Q9Z2W9	uniprot:Q9QZQ1	GRIA3_HUMAN	AFAD_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:22948147	taxid:10090(mouse)	taxid:10090(mouse)	taxid:10090(mouse)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:140
uniprot:P23818	uniprot:Q9QZQ1	GRIA1_HUMAN	AFAD_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:22948147	taxid:10090(mouse)	taxid:10090(mouse)	taxid:10090(mouse)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:141
uniprot:P97836	uniprot:Q9WV48	DLGP1_HUMAN	SHAN1_HUMAN	psi-mi:mi:0065(isothermal titration calorimetry)	pubmed:25152391	taxid:10116(rat)	taxid:10116(rat)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0497(neutral component)	psi-mi:mi:0497(neutral component)	binding-associated region:950-992	binding-associated region:584-690	PSINDB	PSINDB:142
uniprot:Q5DU25	uniprot:Q62108	IQEC2_HUMAN	DLG4_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:32341099	taxid:10090(mouse)	taxid:10090(mouse)	taxid:10090(mouse)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:143
uniprot:P62331	uniprot:Q62421	ARF6_HUMAN	SH3G3_HUMAN	psi-mi:mi:0096(pull down)	pubmed:32341099	taxid:10090(mouse)	taxid:10090(mouse)	taxid:9606(Hela)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:144
uniprot:P31016	uniprot:Q792Q4	DLG4_HUMAN	CRIPT_HUMAN	psi-mi:mi:0114(X-ray)	pubmed:31831623	taxid:10116(rat)	taxid:10116(rat)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0497(neutral component)	psi-mi:mi:0497(neutral component)	binding-associated region:298-420	binding-associated region:97-101	PSINDB	PSINDB:145
uniprot:P31016	uniprot:Q792Q4	DLG4_HUMAN	CRIPT_HUMAN	psi-mi:mi:0065(isothermal titration calorimetry)	pubmed:31831623	taxid:10116(rat)	taxid:10116(rat)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0497(neutral component)	psi-mi:mi:0497(neutral component)	binding-associated region:308-724	binding-associated region:97-101	PSINDB	PSINDB:146
uniprot:Q4ACU6	uniprot:P11275	SHAN3_HUMAN	KCC2A_HUMAN	psi-mi:mi:0096(pull down)	pubmed:33235361	taxid:10116(rat)	taxid:10090(mouse)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)	binding-associated region:1-376		PSINDB	PSINDB:147
uniprot:Q4ACU6	uniprot:P08413	SHAN3_HUMAN	KCC2B_HUMAN	psi-mi:mi:0096(pull down)	pubmed:33235361	taxid:10116(rat)	taxid:10090(mouse)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)	binding-associated region:1-376		PSINDB	PSINDB:148
uniprot:Q4ACU6	uniprot:P11730	SHAN3_HUMAN	KCC2G_HUMAN	psi-mi:mi:0096(pull down)	pubmed:33235361	taxid:10116(rat)	taxid:10090(mouse)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)	binding-associated region:1-376		PSINDB	PSINDB:149
uniprot:Q4ACU6	uniprot:P15791	SHAN3_HUMAN	KCC2D_HUMAN	psi-mi:mi:0096(pull down)	pubmed:33235361	taxid:10116(rat)	taxid:10090(mouse)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)	binding-associated region:1-376		PSINDB	PSINDB:150
uniprot:Q4ACU6	uniprot:P11275	SHAN3_HUMAN	KCC2A_HUMAN	psi-mi:mi:0096(pull down)	pubmed:33235361	taxid:10116(rat)	taxid:10090(mouse)	taxid:9606(HEK293)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:151
uniprot:Q4ACU6	uniprot:P11275	SHAN3_HUMAN	KCC2A_HUMAN	psi-mi:mi:0096(pull down)	pubmed:33235361	taxid:10116(rat)	taxid:10090(mouse)	taxid:9606(HEK293)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)	binding-associated region:1-376		PSINDB	PSINDB:152
uniprot:Q00960	uniprot:P11275	NMDE2_HUMAN	KCC2A_HUMAN	psi-mi:mi:0096(pull down)	pubmed:33235361	taxid:10116(rat)	taxid:10116(rat)	taxid:9606(HEK293)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)	binding-associated region:1259-1310		PSINDB	PSINDB:153
uniprot:P70196	uniprot:P97546	TRAF6_HUMAN	NPTN_HUMAN	psi-mi:mi:0107(surface plasmon resonance)	pubmed:33363141	taxid:10116(rat)	taxid:10090(mouse)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)		binding-associated region:363-370	PSINDB	PSINDB:154
uniprot:P97546	uniprot:P70196	NPTN_HUMAN	TRAF6_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:33363141	taxid:10116(rat)	taxid:10090(mouse)	taxid:9606(HEK293)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)	binding-associated region:359-393		PSINDB	PSINDB:155
uniprot:P97546	uniprot:B5DF45	NPTN_HUMAN	TRAF6_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:33363141	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:156
uniprot:P97546	uniprot:P70196	NPTN_HUMAN	TRAF6_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:33363141	taxid:10116(rat)	taxid:10090(mouse)	taxid:10090(mouse)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:157
uniprot:P97546	uniprot:P70196	NPTN_HUMAN	TRAF6_HUMAN	psi-mi:mi:0096(pull down)	pubmed:33363141	taxid:10116(rat)	taxid:10090(mouse)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)		binding-associated region:289-530	PSINDB	PSINDB:158
uniprot:P31016	uniprot:Q07014	DLG4_HUMAN	LYN_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:14529711	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:159
uniprot:P31016	uniprot:Q9WUD9	DLG4_HUMAN	SRC_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:14529711	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:160
uniprot:P31016	uniprot:F1LM93	DLG4_HUMAN	YES_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:14529711	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:161
uniprot:P31016	uniprot:Q00959	DLG4_HUMAN	NMDE1_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:14529711	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:162
uniprot:P31016	uniprot:O08878	DLG4_HUMAN	GPER1_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:23300088	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:163
uniprot:Q8BMP4	uniprot:P31016	GPER1_HUMAN	DLG4_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:23300088	taxid:10116(rat)	taxid:10090(mouse)	taxid:9534(COS7)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:164
uniprot:P31016	uniprot:Q8BMP4	DLG4_HUMAN	GPER1_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:23300088	taxid:10116(rat)	taxid:10090(mouse)	taxid:9534(COS7)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:165
uniprot:P31016	uniprot:Q8BMP4	DLG4_HUMAN	GPER1_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:23300088	taxid:10116(rat)	taxid:10090(mouse)	taxid:9534(COS7)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)	binding-associated region:65-246		PSINDB	PSINDB:166
uniprot:P31016	uniprot:Q8BMP4	DLG4_HUMAN	GPER1_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:23300088	taxid:10116(rat)	taxid:10090(mouse)	taxid:9534(COS7)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:167
uniprot:P31016	uniprot:Q8BMP4	DLG4_HUMAN	GPER1_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:23300088	taxid:10116(rat)	taxid:10090(mouse)	taxid:9534(COS7)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:168
uniprot:Q6AY03	uniprot:Q8BMP4	PAQR8_HUMAN	GPER1_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:23300088	taxid:10090(mouse)	taxid:10116(rat)	taxid:9534(COS7)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:169
uniprot:P35353	uniprot:Q8BMP4	CRFR1_HUMAN	GPER1_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:23300088	taxid:10116(rat)	taxid:10090(mouse)	taxid:9534(COS7)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:170
uniprot:P08908	uniprot:Q8BMP4	5HT1A_HUMAN	GPER1_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:23300088	taxid:9606(human)	taxid:10090(mouse)	taxid:9534(COS7)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:171
uniprot:F1M0J7	uniprot:P31016	PRIC2_HUMAN	DLG4_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:21324980	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:172
uniprot:F1M0J7	uniprot:P35439	PRIC2_HUMAN	NMDZ1_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:21324980	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:173
uniprot:F1M0J7	uniprot:Q00960	PRIC2_HUMAN	NMDE2_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:21324980	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:174
uniprot:F1M0J7	uniprot:P31016	PRIC2_HUMAN	DLG4_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:21324980	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:175
uniprot:P31016	uniprot:Q80Y24	DLG4_HUMAN	PRIC2_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:21324980	taxid:10116(rat)	taxid:10090(mouse)	taxid:9606(HEK293)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:176
uniprot:P31016	uniprot:Q80Y24	DLG4_HUMAN	PRIC2_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:21324980	taxid:10116(rat)	taxid:10090(mouse)	taxid:9606(HEK293)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)	binding-associated region:499-724		PSINDB	PSINDB:177
uniprot:P31016	uniprot:Q80Y24	DLG4_HUMAN	PRIC2_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:21324980	taxid:10116(rat)	taxid:10090(mouse)	taxid:9606(HEK293)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)	binding-associated region:412-724		PSINDB	PSINDB:178
uniprot:Q91ZD4	uniprot:P31016	VANG2_HUMAN	DLG4_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:26257100	taxid:10116(rat)	taxid:10090(mouse)	taxid:9606(HEK293)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:179
uniprot:P31016	uniprot:F1M0J7	DLG4_HUMAN	PRIC2_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:26257100	taxid:10116(rat)	taxid:10116(rat)	taxid:9606(HEK293)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:180
uniprot:P31016	uniprot:Q91ZD4	DLG4_HUMAN	VANG2_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:26257100	taxid:10116(rat)	taxid:10090(mouse)	taxid:9606(HEK293)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:181
uniprot:D4A4M0	uniprot:P19491	SHSA6_HUMAN	GRIA2_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:26931375	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:182
uniprot:D4A4M0	uniprot:P19490	SHSA6_HUMAN	GRIA1_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:26931375	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:183
uniprot:D4A4M0	uniprot:P19491	SHSA6_HUMAN	GRIA2_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:26931375	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:184
uniprot:D4A4M0	uniprot:P19492	SHSA6_HUMAN	GRIA3_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:26931375	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:185
uniprot:Q3UH99	uniprot:P42261	SHSA6_HUMAN	GRIA1_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:26931375	taxid:9606(human)	taxid:10090(mouse)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:186
uniprot:Q3UH99	uniprot:P42262	SHSA6_HUMAN	GRIA2_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:26931375	taxid:9606(human)	taxid:10090(mouse)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:187
uniprot:Q3UH99	uniprot:P42263	SHSA6_HUMAN	GRIA3_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:26931375	taxid:9606(human)	taxid:10090(mouse)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:188
uniprot:D4A4M0	uniprot:P31016	SHSA6_HUMAN	DLG4_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:26931375	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:189
uniprot:Q3UH99	uniprot:Q62108	SHSA6_HUMAN	DLG4_HUMAN	psi-mi:mi:0018(two hybrid)	pubmed:26931375	taxid:10090(mouse)	taxid:10090(mouse)	taxid:559292(yeast)	psi-mi:mi:0915(physical association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)	binding-associated region:202-557		PSINDB	PSINDB:190
uniprot:P97836	uniprot:Q03114	DLGP1_HUMAN	CDK5_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:21829588	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:191
uniprot:Q76M68	uniprot:P31016	IQEC3_HUMAN	DLG4_HUMAN	psi-mi:mi:0096(pull down)	pubmed:15189337	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)	binding-associated region:1179-1194		PSINDB	PSINDB:192
uniprot:Q76M68	uniprot:Q62696	IQEC3_HUMAN	DLG1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:15189337	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)	binding-associated region:1179-1194		PSINDB	PSINDB:193
uniprot:Q76M68	uniprot:Q9Z214	IQEC3_HUMAN	HOME1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:15189337	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)	binding-associated region:1179-1194		PSINDB	PSINDB:194
uniprot:P61810	uniprot:P31016	CD5R1_HUMAN	DLG4_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:14749431	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:195
uniprot:P78352	uniprot:P22459	DLG4_HUMAN	KCNA4_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:14749431	taxid:9606(human)	taxid:9606(human)	taxid:9534(COS7)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)	binding-associated region:65-161		PSINDB	PSINDB:196
uniprot:Q00960	uniprot:P31016	NMDE2_HUMAN	DLG4_HUMAN	psi-mi:mi:0006(anti bait coimmunoprecipitation)	pubmed:14749431	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:197
uniprot:P78352	uniprot:P78352	DLG4_HUMAN	DLG4_HUMAN	psi-mi:mi:0007(anti tag coimmunoprecipitation)	pubmed:14749431	taxid:9606(human)	taxid:9606(human)	taxid:9534(COS7)	psi-mi:mi:0898(putative self)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)		binding-associated region:65-161	PSINDB	PSINDB:198
uniprot:Q9JLU4	uniprot:P97836	SHAN3_HUMAN	DLGP1_HUMAN	psi-mi:mi:0114(X-ray)	pubmed:29473168	taxid:10116(rat)	taxid:10116(rat)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0497(neutral component)	psi-mi:mi:0497(neutral component)	binding-associated region:570-664	binding-associated region:987-992	PSINDB	PSINDB:199
